"target_id" "identifiers" "length" "eff_length" "est_counts" "tpm" "Entry.name" "Status" "Protein.names" "Gene.names" "Organism" "Length" "Gene.ontology..biological.process." "Gene.ontology..cellular.component." "Gene.ontology..GO." "Gene.ontology..molecular.function." "Gene.ontology.IDs"
"40987" "TRINITY_DN8655_c0_g1_i9" "A7MB62" 3747 3564.52 16 66.0499 "ARP2_BOVIN" "reviewed" "Actin-related protein 2 (Actin-like protein 2)" "ACTR2 ARP2" "Bos taurus (Bovine)" 394 "Arp2/3 complex-mediated actin nucleation [GO:0034314]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of transcription by RNA polymerase II [GO:0045944]" "Arp2/3 protein complex [GO:0005885]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]" "Arp2/3 protein complex [GO:0005885]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; actin binding [GO:0003779]; ATP binding [GO:0005524]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of transcription by RNA polymerase II [GO:0045944]" "actin binding [GO:0003779]; ATP binding [GO:0005524]" "GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005885; GO:0010592; GO:0034314; GO:0035861; GO:0042995; GO:0045944; GO:1905168"
"3793" "TRINITY_DN7892_c0_g1_i3" "P55814" 2611 2428.52 15.8256 95.8897 "OAZ1_XENLA" "reviewed" "Ornithine decarboxylase antizyme 1 (ODC-Az)" "oaz1" "Xenopus laevis (African clawed frog)" 216 "polyamine biosynthetic process [GO:0006596]; positive regulation of intracellular protein transport [GO:0090316]" "cytosol [GO:0005829]" "cytosol [GO:0005829]; ornithine decarboxylase inhibitor activity [GO:0008073]; polyamine biosynthetic process [GO:0006596]; positive regulation of intracellular protein transport [GO:0090316]" "ornithine decarboxylase inhibitor activity [GO:0008073]" "GO:0005829; GO:0006596; GO:0008073; GO:0090316"
"54992" "TRINITY_DN161485_c1_g1_i4" "Q86FP7" 545 363.517 15.7378 637.048 "RS23_DERVA" "reviewed" "40S ribosomal protein S23" "RpS23" "Dermacentor variabilis (American dog tick)" 143 "cytoplasmic translation [GO:0002181]" "cytosolic small ribosomal subunit [GO:0022627]; polysomal ribosome [GO:0042788]; rough endoplasmic reticulum [GO:0005791]" "cytosolic small ribosomal subunit [GO:0022627]; polysomal ribosome [GO:0042788]; rough endoplasmic reticulum [GO:0005791]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]" "structural constituent of ribosome [GO:0003735]" "GO:0002181; GO:0003735; GO:0005791; GO:0022627; GO:0042788"
"35121" "TRINITY_DN7032_c0_g1_i5" "P18700" 846 663.522 15.5155 344.084 "TBB_STRPU" "reviewed" "Tubulin beta chain (Beta-tubulin) (Fragment)" "" "Strongylocentrotus purpuratus (Purple sea urchin)" 292 "microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]" "GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]" "GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874"
"38969" "TRINITY_DN19528_c0_g1_i19" "A6H782" 3468 3285.52 15.5102 69.4652 "TEKT3_BOVIN" "reviewed" "Tektin-3" "TEKT3 OMC45" "Bos taurus (Bovine)" 490 "cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; flagellated sperm motility [GO:0030317]; regulation of brood size [GO:0060378]" "acrosomal membrane [GO:0002080]; microtubule cytoskeleton [GO:0015630]; outer acrosomal membrane [GO:0002081]; sperm flagellum [GO:0036126]" "acrosomal membrane [GO:0002080]; microtubule cytoskeleton [GO:0015630]; outer acrosomal membrane [GO:0002081]; sperm flagellum [GO:0036126]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; flagellated sperm motility [GO:0030317]; regulation of brood size [GO:0060378]" "" "GO:0002080; GO:0002081; GO:0015630; GO:0030317; GO:0036126; GO:0060271; GO:0060294; GO:0060378"
"38781" "TRINITY_DN6463_c0_g1_i12" "P05214" 1424 1241.52 15.3407 181.821 "TBA3_MOUSE" "reviewed" "Tubulin alpha-3 chain (Alpha-tubulin 3/7) (Alpha-tubulin isotype M-alpha-3/7) (Tubulin alpha-3/alpha-7 chain) [Cleaved into: Detyrosinated tubulin alpha-3 chain]" "Tuba3a Tuba3; Tuba3b Tuba7" "Mus musculus (Mouse)" 450 "microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]" "ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]" "ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]" "GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]" "GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0005929; GO:0015630; GO:0036064"
"47109" "TRINITY_DN6289_c1_g3_i2" "P15690" 3614 3431.52 15.1225 64.8472 "NDUS1_BOVIN" "reviewed" "NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)" "NDUFS1" "Bos taurus (Bovine)" 727 "apoptotic mitochondrial changes [GO:0008637]; ATP metabolic process [GO:0046034]; cellular respiration [GO:0045333]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]" "mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]" "mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; apoptotic mitochondrial changes [GO:0008637]; ATP metabolic process [GO:0046034]; cellular respiration [GO:0045333]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]" "2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]" "GO:0005739; GO:0005743; GO:0005747; GO:0005758; GO:0006120; GO:0008137; GO:0008637; GO:0032981; GO:0045333; GO:0046034; GO:0046872; GO:0051537; GO:0051539; GO:0051881; GO:0072593"
"1696" "TRINITY_DN11615_c8_g2_i1" "Q9VXX8" 428 248.724 15.0975 893.18 "RL371_DROME" "reviewed" "Probable 60S ribosomal protein L37-A" "RpL37a CG9091" "Drosophila melanogaster (Fruit fly)" 93 "cytoplasmic translation [GO:0002181]" "cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]" "cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]" "metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]" "GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0022626; GO:0046872"
"22720" "TRINITY_DN24430_c0_g1_i5" "Q6V0I7" 7790 7607.52 15.0836 29.1753 "FAT4_HUMAN" "reviewed" "Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)" "FAT4 CDHF14 FATJ Nbla00548" "Homo sapiens (Human)" 4981 "cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neurogenesis [GO:0022008]" "extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]" "extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neurogenesis [GO:0022008]" "calcium ion binding [GO:0005509]" "GO:0005509; GO:0005886; GO:0007156; GO:0007157; GO:0016021; GO:0021987; GO:0022008; GO:0035329; GO:0070062; GO:0098609"
"28425" "TRINITY_DN16844_c0_g3_i2" "Q07460" 1527 1344.52 15.0221 164.406 "IF5A2_CHICK" "reviewed" "Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (eIF-5A2) (Eukaryotic initiation factor 5A isoform 2) (eIF-4D)" "EIF5A2" "Gallus gallus (Chicken)" 153 "mRNA transport [GO:0051028]; positive regulation of translational elongation [GO:0045901]; positive regulation of translational termination [GO:0045905]; protein transport [GO:0015031]" "endoplasmic reticulum membrane [GO:0005789]; nuclear pore [GO:0005643]" "endoplasmic reticulum membrane [GO:0005789]; nuclear pore [GO:0005643]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; mRNA transport [GO:0051028]; positive regulation of translational elongation [GO:0045901]; positive regulation of translational termination [GO:0045905]; protein transport [GO:0015031]" "ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]" "GO:0003746; GO:0005643; GO:0005789; GO:0015031; GO:0043022; GO:0045901; GO:0045905; GO:0051028"
"41487" "TRINITY_DN1055_c0_g2_i2" "P30151" 1032 849.522 15.0079 259.956 "EF1B_XENLA" "reviewed" "Elongation factor 1-beta (EF-1-beta) (p30)" "eef1b" "Xenopus laevis (African clawed frog)" 227 "" "eukaryotic translation elongation factor 1 complex [GO:0005853]" "eukaryotic translation elongation factor 1 complex [GO:0005853]; translation elongation factor activity [GO:0003746]" "translation elongation factor activity [GO:0003746]" "GO:0003746; GO:0005853"
"3950" "TRINITY_DN1102_c0_g2_i1" "Q64319" 3046 2863.52 15 77.0804 "SLC31_RAT" "reviewed" "Neutral and basic amino acid transport protein rBAT (D2) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein) (NAA-TR)" "Slc3a1 Nbat" "Rattus norvegicus (Rat)" 683 "amino acid transport [GO:0006865]; aspartate transmembrane transport [GO:0015810]; carbohydrate metabolic process [GO:0005975]; gene expression [GO:0010467]; L-cystine transport [GO:0015811]; L-glutamate transmembrane transport [GO:0015813]" "apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]" "apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; catalytic activity [GO:0003824]; protein heterodimerization activity [GO:0046982]; protein-containing complex binding [GO:0044877]; amino acid transport [GO:0006865]; aspartate transmembrane transport [GO:0015810]; carbohydrate metabolic process [GO:0005975]; gene expression [GO:0010467]; L-cystine transport [GO:0015811]; L-glutamate transmembrane transport [GO:0015813]" "catalytic activity [GO:0003824]; protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]" "GO:0003824; GO:0005774; GO:0005886; GO:0005887; GO:0005975; GO:0006865; GO:0010467; GO:0015810; GO:0015811; GO:0015813; GO:0016324; GO:0031526; GO:0044877; GO:0046982"
"11514" "TRINITY_DN6784_c4_g1_i3" "P61270" 616 434.019 15 508.553 "RS11_MACFA" "reviewed" "40S ribosomal protein S11" "RPS11 QnpA-10190" "Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)" 158 "translation [GO:0006412]" "ribosome [GO:0005840]" "ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005840; GO:0006412; GO:0019843"
"16621" "TRINITY_DN75443_c0_g1_i1" "P40650" 2642 2459.52 15 89.7416 "SX11B_XENLA" "reviewed" "Transcription factor Sox-11-B (Transcription factor Sox-13) (xSox-13) (XLS13B)" "sox11-b sox11 sox13" "Xenopus laevis (African clawed frog)" 374 "cell differentiation [GO:0030154]; nervous system development [GO:0007399]" "nucleus [GO:0005634]" "nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]" "DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]" "GO:0000981; GO:0005634; GO:0007399; GO:0030154; GO:0043565"
"24960" "TRINITY_DN2332_c0_g3_i2" "P53442" 2245 2062.52 15 107.015 "ALF_SCHMA" "reviewed" "Fructose-bisphosphate aldolase (EC 4.1.2.13)" "" "Schistosoma mansoni (Blood fluke)" 363 "glycolytic process [GO:0006096]" "" "fructose-bisphosphate aldolase activity [GO:0004332]; glycolytic process [GO:0006096]" "fructose-bisphosphate aldolase activity [GO:0004332]" "GO:0004332; GO:0006096"
"35011" "TRINITY_DN7046_c1_g2_i1" "P18428" 2301 2118.52 15 104.187 "LBP_HUMAN" "reviewed" "Lipopolysaccharide-binding protein (LBP)" "LBP" "Homo sapiens (Human)" 481 "acute-phase response [GO:0006953]; cellular defense response [GO:0006968]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to lipoteichoic acid [GO:0071223]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; detection of molecule of bacterial origin [GO:0032490]; innate immune response [GO:0045087]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; lipopolysaccharide transport [GO:0015920]; macromolecule localization [GO:0033036]; macrophage activation involved in immune response [GO:0002281]; negative regulation of tumor necrosis factor production [GO:0032720]; opsonization [GO:0008228]; positive regulation of chemokine production [GO:0032722]; positive regulation of cytolysis [GO:0045919]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of macrophage activation [GO:0043032]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of respiratory burst involved in inflammatory response [GO:0060265]; positive regulation of toll-like receptor 4 signaling pathway [GO:0034145]; positive regulation of tumor necrosis factor production [GO:0032760]; response to lipopolysaccharide [GO:0032496]" "cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]" "cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; lipopeptide binding [GO:0071723]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; signaling receptor binding [GO:0005102]; acute-phase response [GO:0006953]; cellular defense response [GO:0006968]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to lipoteichoic acid [GO:0071223]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; detection of molecule of bacterial origin [GO:0032490]; innate immune response [GO:0045087]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; lipopolysaccharide transport [GO:0015920]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; macromolecule localization [GO:0033036]; macrophage activation involved in immune response [GO:0002281]; negative regulation of tumor necrosis factor production [GO:0032720]; opsonization [GO:0008228]; positive regulation of chemokine production [GO:0032722]; positive regulation of cytolysis [GO:0045919]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of macrophage activation [GO:0043032]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of respiratory burst involved in inflammatory response [GO:0060265]; positive regulation of toll-like receptor 4 signaling pathway [GO:0034145]; positive regulation of tumor necrosis factor production [GO:0032760]; response to lipopolysaccharide [GO:0032496]" "lipopeptide binding [GO:0071723]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; signaling receptor binding [GO:0005102]" "GO:0001530; GO:0002232; GO:0002281; GO:0005102; GO:0005576; GO:0005615; GO:0006953; GO:0006968; GO:0008228; GO:0009986; GO:0015920; GO:0016020; GO:0031663; GO:0032490; GO:0032496; GO:0032720; GO:0032722; GO:0032755; GO:0032757; GO:0032760; GO:0033036; GO:0034145; GO:0043032; GO:0045087; GO:0045919; GO:0050829; GO:0050830; GO:0060265; GO:0070062; GO:0070891; GO:0071222; GO:0071223; GO:0071723; GO:0090023"
"48015" "TRINITY_DN33905_c0_g1_i2" "Q8VEM8" 1635 1452.52 15 151.957 "MPCP_MOUSE" "reviewed" "Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)" "Slc25a3" "Mus musculus (Mouse)" 357 "mitochondrial phosphate ion transmembrane transport [GO:1990547]; phosphate ion transmembrane transport [GO:0035435]" "integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]" "integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; inorganic phosphate transmembrane transporter activity [GO:0005315]; protein-containing complex binding [GO:0044877]; symporter activity [GO:0015293]; mitochondrial phosphate ion transmembrane transport [GO:1990547]; phosphate ion transmembrane transport [GO:0035435]" "inorganic phosphate transmembrane transporter activity [GO:0005315]; protein-containing complex binding [GO:0044877]; symporter activity [GO:0015293]" "GO:0005315; GO:0005739; GO:0005743; GO:0015293; GO:0031305; GO:0035435; GO:0043209; GO:0044877; GO:1990547"
"14007" "TRINITY_DN681_c0_g1_i9" "A7UMC0" 1807 1624.52 14.9899 135.777 "TPM_SINCO" "reviewed" "Tropomyosin (Allergen Sin c 1) (allergen Sin c 1.0102)" "" "Sinonovacula constricta (Razor clam)" 284 "regulation of muscle contraction [GO:0006937]" "" "protein homodimerization activity [GO:0042803]; regulation of muscle contraction [GO:0006937]" "protein homodimerization activity [GO:0042803]" "GO:0006937; GO:0042803"
"1442" "TRINITY_DN3876_c0_g1_i6" "P26038" 5360 5177.52 14.9582 42.5119 "MOES_HUMAN" "reviewed" "Moesin (Membrane-organizing extension spike protein)" "MSN" "Homo sapiens (Human)" 577 "cellular response to testosterone stimulus [GO:0071394]; establishment of endothelial barrier [GO:0061028]; establishment of epithelial cell apical/basal polarity [GO:0045198]; gland morphogenesis [GO:0022612]; immunological synapse formation [GO:0001771]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; membrane to membrane docking [GO:0022614]; positive regulation of cellular protein catabolic process [GO:1903364]; positive regulation of early endosome to late endosome transport [GO:2000643]; positive regulation of gene expression [GO:0010628]; positive regulation of podosome assembly [GO:0071803]; positive regulation of protein localization to early endosome [GO:1902966]; regulation of cell shape [GO:0008360]; regulation of cell size [GO:0008361]; regulation of lymphocyte migration [GO:2000401]; regulation of organelle assembly [GO:1902115]; T cell aggregation [GO:0070489]; T cell migration [GO:0072678]; T cell proliferation [GO:0042098]" "apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; blood microparticle [GO:0072562]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]; uropod [GO:0001931]; vesicle [GO:0031982]" "apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; blood microparticle [GO:0072562]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]; uropod [GO:0001931]; vesicle [GO:0031982]; actin binding [GO:0003779]; cell adhesion molecule binding [GO:0050839]; double-stranded RNA binding [GO:0003725]; enzyme binding [GO:0019899]; protein kinase binding [GO:0019901]; signaling receptor binding [GO:0005102]; structural constituent of cytoskeleton [GO:0005200]; cellular response to testosterone stimulus [GO:0071394]; establishment of endothelial barrier [GO:0061028]; establishment of epithelial cell apical/basal polarity [GO:0045198]; gland morphogenesis [GO:0022612]; immunological synapse formation [GO:0001771]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; membrane to membrane docking [GO:0022614]; positive regulation of cellular protein catabolic process [GO:1903364]; positive regulation of early endosome to late endosome transport [GO:2000643]; positive regulation of gene expression [GO:0010628]; positive regulation of podosome assembly [GO:0071803]; positive regulation of protein localization to early endosome [GO:1902966]; regulation of cell shape [GO:0008360]; regulation of cell size [GO:0008361]; regulation of lymphocyte migration [GO:2000401]; regulation of organelle assembly [GO:1902115]; T cell aggregation [GO:0070489]; T cell migration [GO:0072678]; T cell proliferation [GO:0042098]" "actin binding [GO:0003779]; cell adhesion molecule binding [GO:0050839]; double-stranded RNA binding [GO:0003725]; enzyme binding [GO:0019899]; protein kinase binding [GO:0019901]; signaling receptor binding [GO:0005102]; structural constituent of cytoskeleton [GO:0005200]" "GO:0001771; GO:0001931; GO:0003725; GO:0003779; GO:0005102; GO:0005200; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005902; GO:0005925; GO:0007159; GO:0008360; GO:0008361; GO:0009986; GO:0010628; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0022612; GO:0022614; GO:0030175; GO:0031143; GO:0031528; GO:0031982; GO:0042098; GO:0045177; GO:0045198; GO:0048471; GO:0050839; GO:0050900; GO:0061028; GO:0070062; GO:0070489; GO:0071394; GO:0071803; GO:0071944; GO:0072562; GO:0072678; GO:1902115; GO:1902966; GO:1903364; GO:2000401; GO:2000643"
"37274" "TRINITY_DN1591_c0_g1_i5" "P12276" 7581 7398.52 14.9516 29.7369 "FAS_CHICK" "reviewed" "Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]" "FASN FAS" "Gallus gallus (Chicken)" 2512 "fatty acid biosynthetic process [GO:0006633]; lactate metabolic process [GO:0006089]; positive regulation of appetite [GO:0032100]" "" "(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; 3-oxo-glutaryl-[acp] methyl ester reductase activity [GO:0102131]; 3-oxo-pimeloyl-[acp] methyl ester reductase activity [GO:0102132]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity [GO:0047117]; fatty acid synthase activity [GO:0004312]; myristoyl-[acyl-carrier-protein] hydrolase activity [GO:0016295]; oleoyl-[acyl-carrier-protein] hydrolase activity [GO:0004320]; palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]; phosphopantetheine binding [GO:0031177]; single-stranded DNA binding [GO:0003697]; fatty acid biosynthetic process [GO:0006633]; lactate metabolic process [GO:0006089]; positive regulation of appetite [GO:0032100]" "(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; 3-oxo-glutaryl-[acp] methyl ester reductase activity [GO:0102131]; 3-oxo-pimeloyl-[acp] methyl ester reductase activity [GO:0102132]; enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity [GO:0047117]; fatty acid synthase activity [GO:0004312]; myristoyl-[acyl-carrier-protein] hydrolase activity [GO:0016295]; oleoyl-[acyl-carrier-protein] hydrolase activity [GO:0004320]; palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]; phosphopantetheine binding [GO:0031177]; single-stranded DNA binding [GO:0003697]" "GO:0003697; GO:0004312; GO:0004313; GO:0004314; GO:0004315; GO:0004316; GO:0004317; GO:0004320; GO:0006089; GO:0006633; GO:0008659; GO:0008693; GO:0016295; GO:0016296; GO:0031177; GO:0032100; GO:0047117; GO:0047451; GO:0102131; GO:0102132"
